ID,SiO2(Wt%),TiO2(Wt%),Al2O3(Wt%),Cr2O3(Wt%),V2O3(Wt%),Fe2O3(Wt%),FeOT(Wt%),FeO(Wt%),CaO,MgO,MnO(Wt%),NiO,COO(Wt%),K2O(Wt%),Na2O(Wt%),P2O5(Wt%),MgNo,,
OL52041,40.74,0.018,0.167,0.064,,,9.61,,0.14,49.35,0.166,0.34,,,0.014,,90.15147844,,
OL52042,39.97,0.012,0.034,0.055,,,8.9,,0.1,50.15,0.171,0.36,,,0.014,,90.94554233,,
OL52043,40.83,0.02,0.035,0.03,,,8.06,,0.1,50.11,0.185,0.37,,,0.03,,91.72338648,,
OL52044,40.15,0.018,0.034,0.024,,,8.56,,0.1,48.4,0.132,0.36,,,0.014,,90.97376705,,
OL52045,41.32,0.022,0.024,0.053,,,10.51,,0.09,48.57,0.12,0.38,,,0.001,,89.17473812,,
OL52046,41.46,0.017,0.046,0.048,,,10.31,,0.03,49.16,0.144,0.37,,,0.016,,89.47308407,,
OL52047,41.45,0.024,0.009,,,,10.04,,0.03,49.12,0.127,0.38,,,0.013,,89.71291605,,
OL52048,41,0.008,0.042,0.049,,,8.59,,0.096,50.1,0.134,0.37,,,0.01,,91.22529231,,
OL52049,41.55,0.024,0.025,0.022,,,8.88,,0.077,49.77,0.118,0.39,,,0.011,,90.90133753,,
OL52050,40.06,0.017,0.018,0.158,,,8.85,,0.072,48.65,0.21,0.37,,,0.01,,90.73980322,,
OL52051,40.53,0.012,0.031,0.031,,,8.38,,0.079,48.84,0.18,0.37,,,0.005,,91.21952287,,
OL52052,40.26,0.035,0.038,0.072,,,8.7,,0.086,49.13,0.168,0.4,,,0.015,,90.96347437,,
OL52053,40.96,0.03,0.021,0.08,,,8.82,,0.058,50.32,0.18,0.39,,,0.014,,91.04724466,,
OL52054,41.62,0.016,0.016,0.016,,,8.6,,0.018,50.19,0.416,0.33,,,0.008,,91.23034462,,
OL52055,42.96,,0.05,0.009,,,9.28,,0.11,46.8,0.17,0.41,,,,,89.98949693,,
OL52056,40.44,,0.02,0.13,,,10.41,,0.23,48.31,0.2,0.13,,,,,89.2151467,,
OL52107,40.7,0.01,0,0,,,6.5,,0.01,51.8,0.08,0.42,,,0,,93.42340292,,
OL52108,40.8,0,0,0.01,,,7.48,,0.01,51.4,0.07,0.41,,,0,,92.45224336,,
OL52109,40.7,0.04,0.01,0.04,,,7.97,,0.03,51,0.09,0.4,,,0,,91.93966626,,
OL52110,37,0.01,0,0.07,,,4.64,,34.7,23,0.24,0.03,,,0.02,,89.83310136,,
OL52111,41.33,0,0,0.01,,,6.61,,0.01,51.75,0.07,0.39,,0,0.01,,93.31351879,,
OL52112,40.81,0.02,0.02,0.01,,,9.26,,0.05,49.69,0.12,0.36,,0.02,0.01,,90.53500328,,
OL52113,40.94,0,0,0.01,,,7.1,,0,50.94,0.09,0.38,,0,0,,92.74787421,,
OL52114,41.2,0.02,0.01,0.02,,,7.53,,0.05,50.5,0.1,0.37,,0,0.01,,92.28072436,,
OL52115,40.86,0.03,0.01,0.02,,,8.37,,0.04,49.89,0.1,0.38,,0,0.01,,91.39779789,,
OL52116,40.99,0.02,0.03,0.02,,,8.94,,0.03,49.64,0.12,0.37,,0,0.01,,90.82371365,,
OL52117,40.87,0.03,0.03,0.02,,,8.81,,0.05,50.03,0.11,0.36,,0,0.01,,91.00930699,,
OL52118,40.75,0.04,0.02,0.03,,,8.67,,0.05,49.94,0.11,0.34,,0,0.02,,91.12496843,,
OL52119,40.73,0.03,0.01,0.05,,,7.91,,0.05,50.56,0.1,0.36,,0,0.02,,91.93145017,,
OL52120,41.41,0,0,0,,,6.11,,0.02,51.78,0.09,0.37,,0,0.01,,93.79125977,,
OL52121,40.82,0.03,0.01,0.01,,,7.62,,0.01,50.73,0.12,0.37,,0,0.01,,92.22829602,,
OL52122,41.45,0,0,0.01,,,7.7,,0.02,50.79,0.13,0.34,,0,0.01,,92.16164903,,
OL52123,41.45,0.01,0,0,,,6.65,,0.01,51.68,0.1,0.39,,0,0.01,,93.2672821,,
OL52124,41.09,0,0.08,0.02,,,7.47,,0.03,50.61,0.11,0.39,,0,0.01,,92.35290019,,
OL52125,41.3,0.02,0,0.01,,,7.85,,0.04,50.71,0.12,0.35,,0,0.01,,92.00955557,,
OL52126,40.26,0.02,0.01,0.02,,,13.37,,0.03,46.15,0.17,0.26,,0,0.01,,86.01961442,,
OL52127,39.78,0.01,0,0.03,,,12.77,,0.01,46.7,0.17,0.31,,0,0,,86.69990895,,
OL52128,40.19,0.01,0,0.03,,,13.28,,0.04,46.19,0.18,0.28,,0,0.01,,86.11100761,,
OL52129,40.11,0,0,0,,,12.84,,0.01,46.8,0.21,0.31,,0,0,,86.66149107,,
OL52130,41.22,0,0.01,0.02,,,7.63,,0.02,50.48,0.1,0.38,,0,0.01,,92.18336712,,
OL52132,41.1,0.01,0.02,0.02,,,7.28,,0.04,50.77,0.1,0.37,,0,0.02,,92.55466116,,
OL52247,40.55,,0.01,,,,8.9,,0,49.67,0.1,0.36,,,,,90.86603429,,
OL52248,40.92,,0.01,,,,8.8,,0,50.14,0.09,0.42,,,0.03,,91.03653329,,
OL52249,40.8,,0.01,,,,8.45,,0.01,50.56,0.11,0.46,,,0.01,,91.42784377,,
OL52250,40.8,,0.01,,,,9.67,,0,49.9,0.08,0.42,,,0,,90.19453674,,
OL52251,40.5,,0,,,,8.8,,0.01,50.02,0.09,0.39,,,0,,91.01696126,,
OL52252,40.75,,0,,,,8.21,,0.01,50.55,0.08,0.46,,,0.02,,91.64947228,,
OL52254,40.67,,0,,,,9.06,,0.01,50.07,0.11,0.39,,,0,,90.78439665,,
OL52255,40.58,,0.01,,,,8.52,,0,50.67,0.12,0.42,,,0.02,,91.38009913,,
OL52256,40.2,,0.01,,,,9.9,,0.01,49.3,0.11,0.37,,,,,89.87512356,,
OL52257,40.31,,0.01,,,,9.11,,0.02,49.41,0.16,0.38,,,,,90.62613024,,
OL52258,40.7,,0.02,,,,8.76,,0.02,49.84,0.15,0.48,,,,,91.02473177,,
OL53464,40.45,,0.37,0.15,,,9.59,,0.11,48.01,0.12,0.38,,,0.53,,89.92324232,,
OL53465,41.24,0.12,0.29,,,,9.47,,0.04,47.89,0.25,0.58,,,0.07,,90.01429809,,
OL53466,38.51,0.13,,0.27,,,21.43,,,38.74,0.46,0.07,,0.09,,,76.31662187,,
OL53467,38.51,,0.1,0.06,,,22.96,,,38.06,0.28,,,,,,74.71456941,,
OL53468,40.38,0.07,,,,,20.24,,0.03,39.03,0.18,,,,,,77.46412068,,
OL53469,39.23,,,,,,19.36,,0.06,40.83,0.26,,,,,,78.98870108,,
OL53470,39.17,,,,,,19.68,,,40.7,0.51,,,,,,78.66184871,,
OL54290,41.1,,,,,,7.65,,0.01,50.8,0.1,0.39,,,,,92.20999598,,
OL54293,40.5,,,,,,11,,0.01,47.9,0.14,0.32,,,,,88.58724898,,
OL54294,39.8,,,,,,10,,0.1,49,0.15,0.28,,,,,89.72717541,,
OL54295,40.9,,,,,,8.3,,0.07,49.9,,0.37,,,,,91.46516328,,
OL54296,40.4,,,,,,10.9,,0.08,48,,0.34,,,,,88.70017556,,
OL54297,39.9,,,,,,9.9,,0.12,49,0.14,0.29,,,,,89.81944535,,
OL54305,41.09,0,0.01,0.04,,,8.66,,0.06,49.24,0.14,,,0.02,0,,91.01958033,,
OL54306,41.1,0,0.01,0.03,,,8.42,,0.12,49.44,0.12,,,0.02,0,,91.27899684,,
OL54307,41.12,0,0.01,0.03,,,8.4,,0.32,49.72,0.13,,,0.03,0.01,,91.34267269,,
OL54494,40.72,0,0,0.01,,,8.43,,0.03,49.19,0.11,0.37,,,0,,91.22906427,,
OL54495,39.66,0.01,0,0.02,,,10.29,,0.04,47.87,0.14,0.31,,,0,,89.23864694,,
OL54496,40.58,0.01,0.01,0.01,,,8.77,,0.03,48.97,0.1,0.39,,,0.01,,90.87035921,,
OL54497,40.95,0,0,0.05,,,8.85,,0.14,48.8,0.12,0.36,,,0,,90.7656385,,
OL54498,40.31,0,0,0.04,,,8.88,,0.06,49.15,0.12,0.36,,,0,,90.7971255,,
OL54499,41.01,0.01,0.01,0.01,,,8.95,,0.06,48.96,0.12,0.36,,,0,,90.69868072,,
OL54500,40.22,0.01,0,0.02,,,8.74,,0.03,48.71,0.12,0.37,,,0.01,,90.85461005,,
OL54501,39.8,0.02,0,0.01,,,9.54,,0.04,49.16,0.14,0.36,,,0.01,,90.18209599,,
OL54502,40.6,0,0,0.02,,,9.4,,0.03,48.83,0.14,0.33,,,0,,90.25312627,,
OL54503,40.69,0.01,0,0.01,,,9.05,,0.04,48.62,0.11,0.37,,,0,,90.54502916,,
OL54793,39.8,,,,,,16.5,,0.01,43.6,0.05,0,,,,,82.48751982,,
OL54794,39.6,,,,,,17.6,,0,43.1,0.2,0.1,,,,,81.36131345,,
OL54795,38.9,,,,,,18.4,,0.12,42.1,0.12,0.06,,,,,80.30921377,,
OL54796,38.6,,,,,,19.6,,0.04,41.8,0.29,0.17,,,,,79.1732988,,
OL54905,48.875,0.001,0.027,0.01,,,0,,0.08,48.875,0.137,0.391,,0.002,0.002,0.004,100,,
OL55010,40.71,0.01,0.01,0.01,,,10.39,,0.04,48.03,0.14,0.36,,0.01,0.01,,89.1776641,,
OL55014,41.09,0.01,0.01,0.03,,,10.83,,0.05,47.96,0.14,0.35,,0.01,0,,88.75627292,,
OL55015,40.83,0.01,0.04,0.06,,,8.91,,0.12,48.89,0.11,0.4,,0,0.02,,90.72436676,,
OL55016,40.97,0.01,0.04,0.04,,,8.94,,0.12,48.99,0.12,0.39,,0,0.01,,90.71326925,,
OL55017,40.55,0.02,0.04,0.1,,,10.26,,0.1,47.95,0.12,0.36,,0.01,0.02,,89.28264199,,
OL55018,40.78,0.01,0.05,0.07,,,9.21,,0.12,48.49,0.13,0.39,,0.01,0.01,,90.37065329,,
OL55019,40.57,0.02,0.04,0.04,,,10.79,,0.1,47.69,0.11,0.39,,0,0.02,,88.73684497,,
OL55020,40.93,0.01,0.03,0.06,,,8.23,,0.12,49.23,0.12,0.38,,0.01,0.02,,91.42567157,,
OL55021,41.04,0.01,0.04,0.06,,,9.13,,0.13,48.92,0.13,0.39,,0,0.02,,90.52232158,,
OL55024,40.71,0.03,0.06,0.02,,,10.54,,0.1,47.72,0.13,0.38,,0,0.02,,88.9751913,,
OL55025,40.89,0.02,0.05,0.03,,,10.01,,0.09,48.65,0.12,0.39,,0.01,0.02,,89.65164216,,
OL55026,40.55,0.01,0.06,0.03,,,10.98,,0.11,47.15,0.13,0.39,,0.01,0.02,,88.44533096,,
OL55037,39.85,0.03,0.04,0.01,,,14.95,,0.25,43.85,0.26,0.13,,0.01,0.01,0.03,83.94443909,,
OL55444,41.2,0.005,0.02,0.03,,,9.92,,0.07,49,0.13,0.38,,,,,89.80097618,,
OL55445,41.3,0.02,0.003,0.03,,,9.98,,0.04,49.2,0.11,0.41,,,,,89.78303983,,
OL55446,42.5,0.02,0.32,0.04,,,9.79,,0.06,47.6,0.14,0.38,,,,,89.65539049,,
OL55447,40.7,0.02,0.01,0.01,,,10,,0.02,48.4,0.14,0.39,,,,,89.61305402,,
OL55448,41.6,0.03,0.004,0.02,,,9.37,,0.03,49.4,0.12,0.42,,,,,90.38256499,,
OL55449,40.8,0.01,0.01,0.01,,,9.31,,0.02,48.5,0.11,0.38,,,,,90.27807657,,
OL55450,41.2,0.01,0.03,0.03,,,9.81,,0.11,49,0.12,0.39,,,,,89.9026507,,
OL55451,41.36,0.04,0.01,0.04,,,7.39,,0.06,50.37,0.08,0.45,,0.02,0.04,,92.3952638,,
OL55452,41.45,0.03,0.01,0.06,,,8.25,,0.06,50.08,0.11,0.45,,0.02,0.02,,91.54014034,,
OL55453,41.03,0.04,0,0.04,,,7.48,,0.07,50.93,0.19,0.41,,0.03,0.02,,92.38789209,,
OL55456,41.07,0,0.01,0.03,,,7.61,,0.09,50.6,0.1,0.4,,0,0,,92.21931244,,
OL55458,40.94,0.01,0.02,0.04,,,8.06,,0.08,50.59,0.12,0.37,,0.01,0.01,,91.79547241,,
OL55459,40.58,0.01,0.02,0.03,,,8.28,,0.08,49.79,0.11,0.39,,0.01,0.01,,91.46676896,,
OL55460,41.12,0.02,0.02,0.05,,,8.62,,0.07,49.58,0.1,0.36,,0.01,0.02,,91.11322623,,
OL55461,40.92,0.01,0.01,0.02,,,7.88,,0.09,50.61,0.1,0.39,,0.01,0.01,,91.96689642,,
OL55464,40.76,0.01,0.03,0.02,,,9.29,,0.07,49.7,0.12,0.39,,0.01,0.02,,90.50897875,,
OL55465,40.5,0.02,0.02,0.04,,,8.55,,0.09,49.74,0.12,0.36,,0,0.02,,91.20490592,,
OL55466,40.83,0.02,0.02,0.03,,,7.5,,0.08,50.21,0.1,0.39,,0.01,0.01,,92.26812715,,
OL55469,40.79,0.03,0.02,0.04,,,8.03,,0.08,49.28,0.1,0.4,,0.01,0.01,,91.62436435,,
OL55470,40.84,0.01,0.02,0.04,,,8.03,,0.08,49.57,0.12,0.36,,0.01,0.03,,91.66928238,,
OL56889,42.18,0,0.01,0.03,,,9.37,,0.05,48.96,0.14,0.37,,0.02,0.01,,90.30451372,,
OL56890,42.17,0.01,0,0.03,,,8.8,,0.07,49.53,0.14,0.36,,0.01,0.03,,90.93614708,,
OL56891,42.19,0,0.02,0.03,,,9.78,,0.06,48.83,0.15,0.35,,0.02,0.04,,89.89890431,,
OL56892,41.94,0.01,0.01,0.03,,,9.28,,0.04,49.24,0.14,0.38,,0.01,0.02,,90.43811751,,
OL56893,42.43,0.01,0,0.02,,,9.03,,0.05,49.71,0.17,0.32,,0,0,,90.75172313,,
OL56894,40.66,0.01,0.02,0,,,10.06,,0.05,47.83,0.12,0.35,,0.01,0.01,,89.44592631,,
OL56895,40.76,0.03,0.02,0,,,9.72,,0.07,47.74,0.16,0.35,,0.01,0,,89.74880529,,
OL56896,40.74,0.02,0.03,0,,,10.12,,0.09,47.66,0.15,0.42,,0,0.01,,89.35584048,,
OL56897,40.67,0.02,0.02,0,,,10.28,,0.04,47.54,0.15,0.39,,0.01,0.01,,89.18141965,,
OL56898,41.31,0.01,0.01,0,,,10.15,,0.07,48.23,0.15,0.38,,0.01,0,,89.4404652,,
OL56899,41.03,0.01,0.01,0,,,11.55,,0.09,47.42,0.17,0.35,,0,0.01,,87.97849311,,
OL56900,40.59,0,0.01,0.02,,,9.98,,0.07,48.16,0.17,0.39,,0.01,0.01,,89.58538578,,
OL56901,40.45,0,0.02,0.02,,,10.61,,0.05,47.83,0.13,0.36,,0.01,0.01,,88.93277356,,
OL56903,40.2,0,0.01,0,,,11.55,,0.06,46.97,0.16,0.36,,0.01,0.02,,87.87728216,,
OL56905,41.25,0,0.01,0.03,,,11.13,,0.06,48.11,0.16,0.31,,0,0.01,,88.51248018,,
OL56906,42.19,0,0.02,0.03,,,9.78,,0.06,48.83,0.15,0.35,,0.02,0.04,,89.89890431,,
OL56907,40.89,0.02,0.02,0,,,10.12,,0.07,47.97,0.12,0.4,,0.01,0.02,,89.41734756,,
OL56908,41,0.03,0.01,0,,,10.4,,0.07,48.16,0.13,0.36,,0.01,0.01,,89.19445507,,
OL56909,41.07,0.01,0.02,0,,,9.96,,0.09,48.56,0.14,0.36,,0,0.01,,89.68088395,,
OL56910,40.59,0.01,0.01,0.04,,,10.2,,0.08,48.35,0.13,0.39,,0,0.01,,89.41750227,,
OL56911,41.56,0.01,0,0.01,,,9.91,,0.02,48.85,0.15,0.4,,0,0,,89.78211787,,
OL56912,41.7,0,0.01,0.02,,,10.14,,0.04,48.23,0.14,0.31,,0.01,0.03,,89.44977109,,
OL56913,40.16,0.02,0.03,0,,,14.9,,0.09,45.18,0.17,0.27,,0.01,0.02,,84.38726739,,
OL56914,40.79,0.04,0.02,0.03,,,9.77,,0.06,47.95,0.1,0.35,,0.01,0.01,,89.7419797,,
OL56915,40.45,0.02,0.01,0.02,,,9.88,,0.06,48.11,0.15,0.35,,0,0.01,,89.66935176,,
OL56916,41.75,0,0,0.02,,,7.99,,0.07,50.13,0.12,0.39,,0,0,,91.79237271,,
OL56917,41.42,0.02,0.02,0,,,8.8,,0.1,49.26,0.13,0.34,,0,0.03,,90.89099237,,
OL56919,40.73,0.01,0.01,0.03,,,11.18,,0.05,47.53,0.12,0.37,,0.01,0.03,,88.3424951,,
OL57010,41.34,0.03,0.01,0.03,,,9.84,,0.06,48.24,0.12,0.4,,0.01,0.02,,89.73176147,,
OL57011,41.3,0.02,0,0.02,,,10.3,,0.07,48.17,0.06,0.35,,0.02,0.01,,89.28920977,,
OL57012,40.72,0,0,0,,,9.52,,0.05,48.79,0.18,0.43,,0.01,0,,90.13368016,,
OL57013,41.59,0,0.01,0.01,,,9.48,,0.04,48.56,0.11,0.4,,0.02,0.09,,90.1291021,,
OL57014,41.7,0,0,0.01,,,10.17,,0.04,48.51,0.2,0.4,,0.02,0.01,,89.47649096,,
OL57015,41.84,0.01,0.02,0,,,10.54,,0.06,48.63,0.2,0.39,,0.01,0,,89.15913038,,
OL57016,41.25,0.03,0,0.01,,,9.73,,0.06,49.44,0.19,0.39,,0.02,0.02,,90.05707483,,
OL57018,40.06,0.05,0.1,0.01,,,9.45,,0.04,48.8,,0.38,,0,0.01,,90.20092801,,
OL57019,41.91,0,0.01,0.01,,,9.65,,0.08,48.82,0.18,0.38,,0.03,0.03,,90.01793196,,
OL57027,41.09695,0.021675,0.0061,0.01435,,,8.45435,,0.012725,50.412525,0.119575,0.456375,,,0.0059,,91.40087825,,
OL57054,41.4,0,0,0,,,6.13,,0,52.6,0.07,0.38,,,,,93.86333166,,
OL57055,41.2,0,0,0,,,6.47,,0,52.5,0.08,0.44,,,,,93.53343263,,
OL57056,41.2,0,0,0,,,6.46,,0.05,52.5,0.08,0.42,,,,,93.54278195,,
OL57057,40.3,0,0,0.04,,,9.52,,0.07,50.2,0.13,0.36,,,,,90.38415429,,
OL57058,40.8,0,0,0,,,6.39,,0.04,51.8,0.07,0.39,,,,,93.52749552,,
OL57059,40.8,0,0,0.07,,,7.36,,0.06,51.8,0.11,0.36,,,,,92.61750615,,
OL57060,40.9,0,0,0,,,6.79,,0,52,0.09,0.4,,,,,93.17463199,,
OL57061,40.7,0,0,0,,,6.47,,0,52.4,0.08,0.4,,,,,93.5218913,,
OL57062,40.7,0,0,0,,,6.28,,0,52.3,0.07,0.39,,,,,93.6888593,,
OL57063,40.7,0,0,0,,,6.51,,0,52.3,0.08,0.4,,,,,93.47280579,,
OL57064,40.9,0,0,0,,,6.55,,0,52.4,0.08,0.4,,,,,93.44703998,,
OL57532,40.55,0.01,0.04,0.02,,,9.82,,0.1,48.94,0.16,0.37,,,0.01,,89.88226109,,
OL57533,40.43,0.01,0.02,0.02,,,10.49,,0.07,48.62,0.15,0.34,,,0.01,,89.20302553,,
OL57536,40.4,0.01,0.03,0.03,,,8.81,,0.09,49.73,0.13,0.39,,,0.01,,90.95997299,,
OL57538,40.23,0.01,0.02,0.03,,,10.54,,0.07,48.65,0.15,0.34,,,0.01,,89.16310409,,
OL57539,40.12,0,0.03,0.01,,,10.75,,0.07,48.28,0.15,0.36,,,0.01,,88.89586532,,
OL57540,40.47,0.03,0.03,0.03,,,10.98,,0.07,48.46,0.16,0.4,,,0.01,,88.72245804,,
OL57542,40.14,0,0.01,0.02,,,10.1,,0.06,48.64,0.15,0.38,,,0,,89.56638495,,
OL57549,40.86,0.03,0.01,0.03,,,8.18,,0.05,50.46,0.14,0.38,,,0.01,,91.66383967,,
OL57550,41.07,0.01,0.02,0.02,,,9.58,,0.05,49.62,0.13,0.39,,,0.01,,90.2274198,,
OL57551,40.36,0.03,0.01,0.01,,,9,,0.07,49.94,0.13,0.4,,,0.01,,90.81818101,,
OL57552,40.22,0.02,0.08,0.03,,,9.86,,0.05,49.21,0.14,0.4,,,0.01,,89.8953195,,
OL57553,40.76,0.01,0.02,0.01,,,13.65,,0.08,45.35,0.19,0.26,,,0.01,,85.55371471,,
OL57554,39.98,0.01,0.02,0.03,,,13.15,,0.11,46.4,0.17,0.35,,,0.03,,86.28202362,,
OL57555,41.01,0.02,0.04,0.02,,,9.98,,0.09,48.81,0.15,0.39,,,0.02,,89.70980505,,
OL57556,40.24,0.01,0.03,0.03,,,9.92,,0.1,48.71,0.14,0.4,,,0.01,,89.74648128,,
OL57585,40.381,0.005666667,0.027666667,0.007333333,,,9.912666667,,0.071,49.74633333,0.127333333,0.452666667,,0,0,0.002333333,89.94528458,,
OL691,39.51,,0.02,0.03,,,14.22,14.22,0.24,45.76,0.2,0.25,,,,,85.15484025,,
OL692,40.51,,0.05,0.03,,,14.58,14.58,0.3,45.14,0.21,0.25,,,,,84.65967615,,
OL693,40.1,,0.06,0.04,,,14.49,14.49,0.27,45.32,0.2,0.25,,,,,84.79131066,,
OL694,40.12,,0.04,0.03,,,15.72,15.72,0.23,44.45,0.21,0.22,,,,,83.44455892,,
OL57750,39.7,,,,,,10.66,,0.03,49,0.18,,,,,,89.12291631,,
OL57751,39.8,,,,,,10.58,,0.04,49,0.18,,,,,,89.19572602,,
OL57752,39.8,,,,,,10.65,,0.03,49,0.18,,,,,,89.13201102,,
OL57753,39.8,,,,,,10.51,,0.04,49.1,0.18,,,,,,89.27906168,,
OL57754,40.5,,,,,,10.39,,0.06,48.5,0.17,,,,,,89.27128847,,
OL57755,40,,,,,,10.26,,0.02,49.3,0.18,,,,,,89.54543756,,
OL57756,40,,,,,,10.29,,0.03,49.3,0.18,,,,,,89.51807288,,
OL57757,39.9,,,,,,10.22,,0.04,49.4,0.18,,,,,,89.60084592,,
OL57758,40.8,,,,,,9.16,,0.06,49.7,0.12,0.18,,,,,90.6293463,,
OL57759,40.8,,,,,,10.31,,0.04,49.9,0.09,0.2,,,,,89.61297941,,
OL57760,40.4,,,,,,9.98,,0.05,49.5,0.17,0.29,,,,,89.83866881,,
OL57761,40.8,,,,,,9.68,,0.03,49.3,0.2,0.31,,,,,90.07779613,,
OL57762,40.9,,,,,,10.12,,0.02,49.4,0.16,0.28,,,,,89.69211031,,
OL57763,40.7,,,,,,9.9,,0.08,49.6,0.06,0.35,,,,,89.93019607,,
OL57764,41.1,,,,,,10.1,,0.06,50.1,0.24,0.3,,,,,89.83954519,,
OL57765,41.3,,,,,,10.27,,0.11,45.8,0.22,0.41,,,,,88.82603748,,
OL57766,40.7,,,,,,9.93,,0.08,49.5,0.1,0.31,,,,,89.8844276,,
OL57767,40,,,,,,9.94,,0.07,48.6,0.28,0.36,,,,,89.70707587,,
OL57768,40.4,,,,,,9.66,,0.06,50.1,0.19,0.34,,,,,90.23897327,,
OL57769,41.2,,,,,,9.47,,0.05,49.9,0.18,,,,,,90.37782452,,
OL57770,40.8,,,,,,9.77,,0.034,49.53,0.13,0.35,,,,,90.03660594,,
OL57771,41,,,,,,9.23,,0.045,49.85,0.23,0.42,,,,,90.59021334,,
OL57772,40.8,,,,,,9.71,,0.032,49.51,0.15,0.29,,,,,90.08812518,,
OL57773,40.8,,,,,,8.98,,0.056,49.41,0.14,0.42,,,,,90.74751905,,
OL57774,40.8,,,,,,9.96,,0.049,49.62,0.24,0.39,,,,,89.87901379,,
OL57775,40.8,,,,,,9.68,,0.056,49.67,0.12,0.33,,,,,90.14442379,,
OL57776,40.7,,,,,,9.87,,0.091,49.7,0.14,0.39,,,,,89.97582671,,
OL58011,40.47,0.09,0,,,,9.01,,0.05,48.84,0.12,0.38,,,,,90.62132474,,
OL58012,40.24,0,0,,,,11.97,,0.07,47.31,0.02,0.35,,,,,87.57031631,,
OL58014,40.04,0.01,0.24,,,,11.65,,0.09,46.92,0.01,0.49,,,,,87.77371888,,
OL58015,39.68,0.03,0.04,,,,13.14,,0.09,45.61,0.14,0.45,,,,,86.08661286,,
OL58016,39.16,0.07,0.31,,,,15.2,,0.26,43.82,0.15,,,,0.1,,83.71033193,,
OL58017,40.72,0.05,0.07,,,,9.39,,0.08,49.15,0.08,0.49,,,,,90.31974638,,
OL58018,40.54,0,0.13,,,,8.6,,0.07,49.75,0.05,0.48,,,,,91.1596405,,
OL58019,40.93,0.04,0.25,,,,9.75,,0.08,49.13,0.33,0.41,,,,,89.98211577,,
OL58086,41.01,0,0,0,,0,9,9,0.03,49.76,0,0.3,,0,0,,90.7880267,,
OL58090,40.55,0,0,0,,0,9.75,9.75,0.07,49.26,0.15,0.3,,0,0,,90.00591134,,
OL58091,40.75,0,0,0,,0,10.2,10.2,0.08,48.91,0.09,0.32,,0,0,,89.52597676,,
OL58092,40.52,0,0,0,,0,9.14,9.14,0.23,49.51,0,0.09,,0,0,,90.6153712,,
OL58096,40.91,0,0,0,,0,8.72,8.72,0.04,50.22,0.15,0.36,,0,0,,91.1236794,,
OL58097,40.6,0,0,0.48,,0,8.01,8.01,0.19,49.58,0.13,0.29,,0,0,,91.68984388,,
OL58132,40.04,0.02,0.04,0.05,,,8.99,,0.09,48.7,0.11,0.36,,,,,90.61581252,,
OL58133,40.27,0.03,0.06,0.05,,,9.6,,0.12,49.47,0.09,0.36,,,,,90.18224233,,
OL58134,39.82,0.03,0.02,0.03,,,10.46,,0.05,47.68,0.13,0.37,,,,,89.0415281,,
OL58135,40.79,0,0.02,0.02,,,6.97,,0.06,50.92,0.12,0.42,,,,,92.86859327,,
OL58136,41.41,0,0.06,0.11,,,5.08,,0.18,52.1,0.08,0.42,,,,,94.81368409,,
OL58137,40.63,0.01,0.03,0.07,,,8.45,,0.13,49.82,0.11,0.38,,,,,91.31158013,,
OL58138,40.66,0.01,0.04,0.05,,,7.36,,0.07,50.71,0.11,0.39,,,,,92.47076888,,
OL58139,40.43,0.03,0.03,0.04,,,9.79,,0.05,49.03,0.12,0.35,,,,,89.92670744,,
OL58141,40.8,0.03,0.03,0.06,,,8.67,,0.08,49.92,0.12,0.38,,,,,91.12172842,,
OL58142,40.96,0.02,0.01,0.05,,,7.3,,0.06,50.67,0.09,0.39,,,,,92.52210414,,
OL58143,40.95,0.02,0.01,0.11,,,7.34,,0.12,50.56,0.11,0.29,,,,,92.46908877,,
OL58147,40.83,0.01,0.02,0.01,,,7.13,,0.04,50.76,0.1,0.4,,,,,92.69553071,,
OL58148,41.19,0,0.01,0.03,,,7.56,,0.03,50.96,0.1,0.36,,,,,92.31691537,,
OL58149,41.51,0.01,0.04,0.16,,,5.91,,0.19,52,0.1,0.37,,,,,94.00619554,,
OL58150,40.89,0.02,0.02,0.05,,,7.35,,0.07,50.75,0.1,0.36,,,,,92.48571109,,
OL58151,41.04,0,0.01,0.01,,,6.62,,0.04,51.1,0.09,0.39,,,,,93.22467804,,
OL58152,40.84,0.01,0.02,0.02,,,6.56,,0.04,51.04,0.09,0.37,,,,,93.27459414,,
OL58153,40.98,0.01,0.01,0.01,,,6.88,,0.03,50.84,0.1,0.35,,,,,92.94388464,,
OL58154,40.34,0.01,0.01,0.03,,,7.97,,0.03,50.51,0.11,0.38,,,,,91.86783141,,
OL58155,40.52,0,0,0.03,,,8.16,,0.06,50.25,0.1,0.34,,,,,91.65066883,,
OL58156,40.3,0.03,0,0.05,,,9.43,,0.07,49.23,0.12,0.35,,,,,90.296776,,
OL58157,41.22,0.03,0.02,0.06,,,7.42,,0.05,50.93,0.13,0.39,,,,,92.44433832,,
OL58158,40.51,0.01,0.02,0.02,,,8.99,,0.06,49.58,0.12,0.36,,,,,90.76699476,,
OL58159,40.55,0,0,0.01,,,6.91,,0.04,50.87,0.1,0.4,,,,,92.91917879,,
OL58160,40.99,0.01,0.01,0.01,,,7.6,,0.04,49.94,0.12,0.36,,,,,92.1341169,,
OL58161,40.66,0,0.01,0.02,,,7.15,,0.05,50.84,0.1,0.38,,,,,92.68722305,,
